,age,Gender,Educational Qualification ,income,Family type, Location,reside,Occupation,dependent,marital_status,Mother tongue,read_eWOMS, Save time,Detailed product information,Visual demonstrations in video reviews,Trust in reputable reviewers,Recommendations from like-minded individuals,Engaging with a community of reviewers,Availability of a wide range of information,Reviews are transparent and authentic,Assurance of customer satisfaction,Confirmation of product suitability for specific needs,Confidence in my knowledge about the product ,Lack of interest in others opinion,Confidence in my own decision making abilities,Prefer seek advice from experts,Review creates confusion,Difference in eWOM and product quality
307,22,Female,HSC,0-20000,Nuclear,Rural,Slum,Other,0,Single,Hindi,yes,Neutral,Strongly agree,Strongly agree,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Strongly agree,Disagree,Agree,Neutral,Agree,Strongly disagree,Strongly disagree
308,25,Male,SSC,20000-80000,Nuclear,Urban,Slum,Student,1,Single,Marathi,yes,Strongly disagree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Strongly disagree,Strongly disagree
309,32,Female,SSC,80000 and above,Nuclear,Rural,Slum,Business,0,Married,Marathi,yes,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Neutral,Strongly agree,Disagree,Neutral,Agree,Neutral,Strongly disagree,Strongly disagree
310,38,Female,HSC,20000-80000,Joint,Rural,Slum,Student,0,Married,Hindi,yes,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Strongly disagree
311,24,Male,SSC,80000 and above,Nuclear,Rural,Slum,Student,0,Single,Hindi,no,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree
312,34,Male,Post Graduation,20000-80000,Joint,Urban,Tower,Student,3,Married,Marathi,no,Strongly agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree
313,45,Male,SSC,80000 and above,Joint,Urban,Slum,Student,2,Married,Hindi,no,Strongly agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree
314,19,Male,HSC,20000-80000,Nuclear,Rural,Bulding,Service,2,Single,Marathi,yes,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree
315,27,Female,Graduation,80000 and above,Joint,Urban,Tower,Student,3,Single,Marathi,no,Agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree
316,38,Female,Post Graduation,80000 and above,Joint,Urban,Slum,Student,5,Single,Hindi,no,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly agree
317,30,Male,Graduation,80000 and above,Nuclear,Rural,Bulding,Other,5,Married,Marathi,no,Agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Strongly agree
318,23,Male,Post Graduation,20000-80000,Joint,Urban,Tower,Service,2,Single,Hindi,no,Neutral,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Neutral,Agree,Agree,Neutral,Strongly agree
319,36,Male,SSC,80000 and above,Joint,Urban,Slum,Student,4,Single,Marathi,no,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Strongly agree
320,35,Male,Post Graduation,80000 and above,Joint,Urban,Tower,Student,1,Married,Marathi,no,Neutral,Agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Neutral,Strongly agree,Neutral,Strongly disagree,Agree
321,28,Female,Graduation,20000-80000,Joint,Urban,Slum,Student,3,Single,Hindi,no,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree
322,25,Male,Graduation,20000-80000,Nuclear,Rural,Slum,Other,5,Single,Marathi,no,Agree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree
323,26,Female,Post Graduation,80000 and above,Joint,Urban,Bunglaw,Student,2,Single,Hindi,no,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree
324,28,Male,Post Graduation,20000-80000,Joint,Urban,Slum,Student,1,Single,Marathi,no,Agree,Neutral,Strongly agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Agree
325,29,Male,SSC,20000-80000,Joint,Rural,Tower,Student,1,Married,Marathi,yes,Agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree
326,18,Male,Post Graduation,20000-80000,Joint,Urban,Tower,Service,2,Single,Hindi,no,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Agree
327,22,Female,HSC,20000-80000,Joint,Rural,Slum,Service,1,Single,Hindi,yes,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree
328,22,Female,Post Graduation,20000-80000,Nuclear,Rural,Slum,Service,1,Single,Others,yes,Strongly disagree,Strongly agree,Agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree
329,30,Male,Post Graduation,20000-80000,Nuclear,Rural,Slum,Other,1,Single,Marathi,no,Strongly agree,Strongly disagree,Neutral,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree
330,32,Female,HSC,80000 and above,Joint,Urban,Bunglaw,Business,2,Married,Marathi,yes,Neutral,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Neutral,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree
331,46,Male,Post Graduation,0-20000,Joint,Rural,Slum,Student,1,Married,Marathi,no,Neutral,Neutral,Agree,Disagree,Agree,Disagree,Neutral,Strongly disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree
332,39,Female,SSC,20000-80000,Joint,Rural,Bulding,Student,1,Married,Marathi,no,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree
333,25,Male,SSC,80000 and above,Joint,Rural,Slum,Student,4,Married,Marathi,yes,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral
334,22,Male,HSC,0-20000,Joint,Urban,Tower,Service,2,Single,Marathi,no,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree
335,22,Male,SSC,20000-80000,Joint,Rural,Bulding,Service,2,Single,Hindi,yes,Agree,Strongly agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Disagree,Neutral,Agree,Agree,Strongly disagree,Neutral
336,20,Female,Graduation,0-20000,Nuclear,Rural,Bulding,Service,2,Single,Marathi,yes,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Disagree
337,26,Male,Graduation,0-20000,Nuclear,Urban,Tower,Student,1,Married,Marathi,yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
338,22,Male,Post Graduation,0-20000,Joint,Urban,Tower,Service,0,Single,Marathi,yes,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Disagree,Agree,Agree,Disagree,Neutral
339,33,Male,HSC,0-20000,Nuclear,Rural,Slum,Other,5,Married,Marathi,no,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree
340,21,Female,Post Graduation,0-20000,Nuclear,Urban,Tower,Service,2,Single,Hindi,yes,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree
341,24,Male,Graduation,20000-80000,Joint,Urban,Bulding,Student,4,Single,Marathi,yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
342,22,Male,Post Graduation,20000-80000,Joint,Urban,Slum,Service,3,Single,Marathi,no,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Strongly agree,Disagree,Agree,Neutral,Disagree,Strongly disagree
343,25,Male,Post Graduation,80000 and above,Joint,Urban,Bunglaw,Student,2,Single,Marathi,yes,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Disagree,Agree,Agree
344,24,Male,Graduation,80000 and above,Joint,Urban,Tower,Student,0,Single,Marathi,yes,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Strongly agree,Neutral,Agree
345,19,Female,SSC,20000-80000,Joint,Rural,Bulding,Student,4,Single,Marathi,yes,Agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Strongly agree
346,20,Male,Post Graduation,20000-80000,Joint,Urban,Tower,Other,1,Single,Hindi,yes,Neutral,Disagree,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree
347,24,Male,HSC,80000 and above,Nuclear,Urban,Tower,Student,0,Single,Marathi,yes,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
348,19,Female,HSC,0-20000,Nuclear,Urban,Bulding,Service,1,Single,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
349,22,Male,HSC,20000-80000,Joint,Rural,Bulding,Service,2,Single,Hindi,yes,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree
350,21,Female,Graduation,0-20000,Nuclear,Rural,Tower,Service,3,Single,Marathi,yes,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree
351,20,Male,Post Graduation,0-20000,Joint,Rural,Slum,Service,3,Single,Marathi,no,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Agree
352,28,Male,Post Graduation,20000-80000,Joint,Urban,Bulding,Student,5,Single,Hindi,yes,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral
353,27,Male,Graduation,20000-80000,Nuclear,Urban,Slum,Student,3,Single,Hindi,yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
354,20,Female,HSC,0-20000,Joint,Urban,Bulding,Service,4,Single,Marathi,yes,Strongly disagree,Agree,Neutral,Agree,Agree,Strongly agree,Disagree,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Disagree
355,23,Female,SSC,20000-80000,Joint,Rural,Slum,Service,5,Single,Marathi,yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Disagree,Strongly disagree
356,21,Female,SSC,0-20000,Nuclear,Rural,Slum,Service,3,Single,Marathi,yes,Strongly disagree,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral
357,21,Female,Post Graduation,20000-80000,Joint,Urban,Slum,Service,2,Single,Marathi,yes,Neutral,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral
358,40,Male,Post Graduation,20000-80000,Nuclear,Urban,Tower,Student,4,Married,Marathi,yes,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree
359,22,Female,Post Graduation,20000-80000,Joint,Urban,Slum,Service,4,Single,Marathi,yes,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Agree
360,46,Male,Graduation,20000-80000,Nuclear,Urban,Slum,Student,3,Married,Marathi,yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
361,28,Female,SSC,0-20000,Nuclear,Urban,Tower,Service,3,Married,Marathi,yes,Agree,Strongly disagree,Neutral,Disagree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree
362,22,Female,Graduation,20000-80000,Joint,Urban,Bulding,Service,2,Single,Marathi,yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
363,22,Male,Post Graduation,0-20000,Joint,Urban,Bulding,Service,3,Single,Marathi,no,Agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly agree
364,20,Female,HSC,20000-80000,Joint,Urban,Tower,Service,4,Single,Marathi,yes,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,Disagree,Strongly disagree
365,17,Male,HSC,0-20000,Joint,Rural,Slum,Service,2,Single,Marathi,no,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
366,23,Male,Graduation,0-20000,Joint,Urban,Slum,Service,4,Single,Marathi,yes,Agree,Agree,Agree,Neutral,Agree,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Disagree,Neutral
367,30,Male,Post Graduation,80000 and above,Joint,Urban,Slum,Student,3,Single,Marathi,yes,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Neutral,Neutral,Agree
368,22,Female,SSC,0-20000,Nuclear,Urban,Bulding,Student,3,Single,Marathi,yes,Strongly agree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Disagree,Agree,Disagree,Strongly disagree,Neutral
369,23,Male,Post Graduation,0-20000,Nuclear,Rural,Slum,Service,5,Single,Marathi,yes,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
370,20,Female,SSC,20000-80000,Joint,Urban,Bulding,Service,3,Single,Hindi,yes,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral
371,22,Female,Post Graduation,0-20000,Nuclear,Rural,Bulding,Service,4,Single,Marathi,yes,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree
372,24,Male,Post Graduation,0-20000,Joint,Urban,Tower,Student,3,Single,Marathi,yes,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral
373,22,Female,Post Graduation,20000-80000,Joint,Urban,Slum,Student,0,Single,Marathi,yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
374,27,Male,Post Graduation,0-20000,Nuclear,Urban,Slum,Student,3,Single,Hindi,yes,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
375,26,Female,SSC,20000-80000,Nuclear,Urban,Bunglaw,Student,3,Married,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
376,27,Male,SSC,20000-80000,Joint,Urban,Tower,Student,5,Single,Hindi,yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
377,22,Male,Graduation,0-20000,Joint,Rural,Tower,Service,4,Single,Marathi,yes,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral
378,44,Female,Graduation,20000-80000,Nuclear,Urban,Bulding,Student,2,Married,Marathi,no,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
379,22,Female,Graduation,20000-80000,Joint,Rural,Slum,Service,5,Single,Marathi,no,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree
380,22,Female,SSC,20000-80000,Nuclear,Rural,Slum,Service,1,Single,Marathi,yes,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree
381,22,Female,HSC,0-20000,Nuclear,Rural,Slum,Service,3,Single,Marathi,yes,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Disagree,Strongly disagree,Neutral,Agree,Strongly disagree,Disagree
382,22,Male,Post Graduation,0-20000,Joint,Rural,Slum,Service,1,Single,Marathi,no,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree
383,22,Male,SSC,20000-80000,Joint,Urban,Slum,Service,3,Single,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree
384,21,Female,HSC,0-20000,Joint,Rural,Slum,Service,2,Single,Hindi,yes,Strongly agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Strongly disagree,Neutral
385,20,Female,Graduation,0-20000,Joint,Urban,Slum,Service,0,Single,Marathi,yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
386,22,Male,SSC,80000 and above,Joint,Urban,Tower,Service,2,Single,Marathi,yes,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
387,22,Female,HSC,20000-80000,Joint,Rural,Slum,Service,3,Single,Marathi,yes,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree
388,22,Female,Post Graduation,80000 and above,Joint,Rural,Slum,Service,0,Single,Marathi,yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
389,22,Male,SSC,80000 and above,Nuclear,Rural,Bulding,Service,3,Single,Marathi,yes,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree
390,18,Male,HSC,0-20000,Nuclear,Rural,Bulding,Service,2,Single,Marathi,yes,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
391,20,Male,Post Graduation,20000-80000,Joint,Urban,Tower,Service,0,Single,Marathi,yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
392,23,Male,Post Graduation,20000-80000,Joint,Urban,Tower,Student,4,Single,Hindi,yes,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree
393,21,Male,Graduation,0-20000,Joint,Urban,Tower,Service,4,Single,Marathi,yes,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree
394,23,Male,Post Graduation,0-20000,Joint,Urban,Bulding,Service,2,Single,Hindi,no,Neutral,Strongly agree,Neutral,Neutral,Neutral,Strongly agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Strongly agree,Agree,Neutral,Neutral
395,22,Female,Post Graduation,80000 and above,Joint,Urban,Slum,Service,1,Single,Hindi,yes,Agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Disagree,Neutral
396,20,Male,SSC,20000-80000,Nuclear,Urban,Slum,Service,3,Single,Hindi,yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
397,23,Male,Graduation,0-20000,Joint,Rural,Slum,Student,3,Single,Marathi,yes,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Strongly agree,Neutral,Disagree
398,22,Male,SSC,20000-80000,Joint,Rural,Slum,Service,1,Single,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
399,24,Female,Post Graduation,20000-80000,Joint,Urban,Tower,Student,3,Single,Marathi,yes,Agree,Strongly agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Strongly disagree,Neutral
400,21,Female,SSC,20000-80000,Joint,Urban,Bulding,Service,2,Single,Hindi,yes,Strongly agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral
401,25,Female,Post Graduation,20000-80000,Nuclear,Urban,Tower,Student,2,Single,Hindi,yes,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Strongly agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Agree
402,20,Male,HSC,0-20000,Joint,Urban,Tower,Service,4,Single,Marathi,yes,Agree,Strongly agree,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree
403,22,Male,Post Graduation,20000-80000,Joint,Urban,Tower,Service,2,Single,Marathi,yes,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Agree
404,22,Female,HSC,20000-80000,Nuclear,Urban,Tower,Service,5,Single,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Agree,Strongly disagree,Strongly disagree
405,22,Female,SSC,20000-80000,Joint,Urban,Bunglaw,Service,2,Single,Marathi,yes,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree
406,22,Female,Graduation,80000 and above,Nuclear,Urban,Slum,Student,1,Single,Hindi,yes,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral
407,26,Male,HSC,0-20000,Nuclear,Urban,Tower,Service,3,Single,Marathi,yes,Neutral,Agree,Agree,Strongly agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Neutral
408,22,Female,SSC,20000-80000,Nuclear,Rural,Tower,Service,3,Single,Marathi,no,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
409,21,Female,SSC,20000-80000,Joint,Urban,Tower,Service,2,Single,Marathi,yes,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree
410,20,Female,SSC,20000-80000,Joint,Urban,Bulding,Service,3,Single,Hindi,yes,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Agree
